fold,train_cutoff,test_end,Model,Variant,threshold,FNR_gap,FPR_gap,Brier_gap,n_groups
6,2011-11,2011-12,RandomForest,Structured+Text,0.6,,,,0
6,2011-11,2011-12,RandomForest,Structured+Text,0.7,,,,0
7,2012-02,2012-03,Logistic,Structured,0.5,,,,0
7,2012-02,2012-03,Logistic,Structured,0.6,,,,0
7,2012-02,2012-03,Logistic,Structured,0.7,,,,0
7,2012-02,2012-03,Logistic,Structured+Text,0.5,,,,0
7,2012-02,2012-03,Logistic,Structured+Text,0.6,,,,0
7,2012-02,2012-03,Logistic,Structured+Text,0.7,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.5,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.6,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.7,,,,0
7,2012-02,2012-03,XGBoost,Structured+Text,0.5,,,,0
7,2012-02,2012-03,XGBoost,Structured+Text,0.6,,,,0
7,2012-02,2012-03,XGBoost,Structured+Text,0.7,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.5,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.6,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.7,,,,0
7,2012-02,2012-03,RandomForest,Structured+Text,0.5,,,,0
7,2012-02,2012-03,RandomForest,Structured+Text,0.6,,,,0
7,2012-02,2012-03,RandomForest,Structured+Text,0.7,,,,0
8,2012-05,2012-06,Logistic,Structured,0.5,,,,0
8,2012-05,2012-06,Logistic,Structured,0.6,,,,0
8,2012-05,2012-06,Logistic,Structured,0.7,,,,0
8,2012-05,2012-06,Logistic,Structured+Text,0.5,,,,0
8,2012-05,2012-06,Logistic,Structured+Text,0.6,,,,0
8,2012-05,2012-06,Logistic,Structured+Text,0.7,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.5,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.6,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.7,,,,0
8,2012-05,2012-06,XGBoost,Structured+Text,0.5,,,,0
8,2012-05,2012-06,XGBoost,Structured+Text,0.6,,,,0
8,2012-05,2012-06,XGBoost,Structured+Text,0.7,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.5,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.6,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.7,,,,0
8,2012-05,2012-06,RandomForest,Structured+Text,0.5,,,,0
8,2012-05,2012-06,RandomForest,Structured+Text,0.6,,,,0
8,2012-05,2012-06,RandomForest,Structured+Text,0.7,,,,0
9,2012-08,2012-09,Logistic,Structured,0.5,,,,1
9,2012-08,2012-09,Logistic,Structured,0.6,,,,1
9,2012-08,2012-09,Logistic,Structured,0.7,,,,1
9,2012-08,2012-09,Logistic,Structured+Text,0.5,,,,1
9,2012-08,2012-09,Logistic,Structured+Text,0.6,,,,1
9,2012-08,2012-09,Logistic,Structured+Text,0.7,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.5,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.6,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.7,,,,1
9,2012-08,2012-09,XGBoost,Structured+Text,0.5,,,,1
9,2012-08,2012-09,XGBoost,Structured+Text,0.6,,,,1
9,2012-08,2012-09,XGBoost,Structured+Text,0.7,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.5,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.6,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.7,,,,1
9,2012-08,2012-09,RandomForest,Structured+Text,0.5,,,,1
9,2012-08,2012-09,RandomForest,Structured+Text,0.6,,,,1
9,2012-08,2012-09,RandomForest,Structured+Text,0.7,,,,1
10,2012-11,2012-12,Logistic,Structured,0.5,,,,1
10,2012-11,2012-12,Logistic,Structured,0.6,,,,1
10,2012-11,2012-12,Logistic,Structured,0.7,,,,1
10,2012-11,2012-12,Logistic,Structured+Text,0.5,,,,1
10,2012-11,2012-12,Logistic,Structured+Text,0.6,,,,1
10,2012-11,2012-12,Logistic,Structured+Text,0.7,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.5,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.6,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.7,,,,1
10,2012-11,2012-12,XGBoost,Structured+Text,0.5,,,,1
10,2012-11,2012-12,XGBoost,Structured+Text,0.6,,,,1
10,2012-11,2012-12,XGBoost,Structured+Text,0.7,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.5,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.6,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.7,,,,1
10,2012-11,2012-12,RandomForest,Structured+Text,0.5,,,,1
10,2012-11,2012-12,RandomForest,Structured+Text,0.6,,,,1
10,2012-11,2012-12,RandomForest,Structured+Text,0.7,,,,1
11,2013-02,2013-03,Logistic,Structured,0.5,0.3833,0.205,0.0649,5
11,2013-02,2013-03,Logistic,Structured,0.6,0.3111,0.1414,0.0649,5
11,2013-02,2013-03,Logistic,Structured,0.7,0.1412,0.0918,0.0649,5
11,2013-02,2013-03,Logistic,Structured+Text,0.5,0.55,0.1552,0.0582,5
11,2013-02,2013-03,Logistic,Structured+Text,0.6,0.3667,0.1262,0.0582,5
11,2013-02,2013-03,Logistic,Structured+Text,0.7,0.2667,0.102,0.0582,5
11,2013-02,2013-03,XGBoost,Structured,0.5,0.3833,0.1407,0.0513,5
11,2013-02,2013-03,XGBoost,Structured,0.6,0.298,0.1303,0.0513,5
11,2013-02,2013-03,XGBoost,Structured,0.7,0.1412,0.0714,0.0513,5
11,2013-02,2013-03,XGBoost,Structured+Text,0.5,0.3,0.158,0.045,5
11,2013-02,2013-03,XGBoost,Structured+Text,0.6,0.298,0.1005,0.045,5
11,2013-02,2013-03,XGBoost,Structured+Text,0.7,0.1412,0.0694,0.045,5
11,2013-02,2013-03,RandomForest,Structured,0.5,0.2314,0.0873,0.0308,5
11,2013-02,2013-03,RandomForest,Structured,0.6,0.1833,0.049,0.0308,5
11,2013-02,2013-03,RandomForest,Structured,0.7,0.0833,0.0102,0.0308,5
11,2013-02,2013-03,RandomForest,Structured+Text,0.5,0.3059,0.0982,0.0273,5
11,2013-02,2013-03,RandomForest,Structured+Text,0.6,0.1167,0.0554,0.0273,5
11,2013-02,2013-03,RandomForest,Structured+Text,0.7,0.0,0.0,0.0273,5
12,2013-05,2013-06,Logistic,Structured,0.5,0.375,0.3605,0.0858,12
12,2013-05,2013-06,Logistic,Structured,0.6,0.4148,0.2487,0.0858,12
12,2013-05,2013-06,Logistic,Structured,0.7,0.2325,0.1096,0.0858,12
12,2013-05,2013-06,Logistic,Structured+Text,0.5,0.4205,0.3311,0.0911,12
12,2013-05,2013-06,Logistic,Structured+Text,0.6,0.5682,0.2881,0.0911,12
12,2013-05,2013-06,Logistic,Structured+Text,0.7,0.2851,0.1137,0.0911,12
12,2013-05,2013-06,XGBoost,Structured,0.5,0.5739,0.2309,0.0687,12
12,2013-05,2013-06,XGBoost,Structured,0.6,0.336,0.1673,0.0687,12
12,2013-05,2013-06,XGBoost,Structured,0.7,0.3083,0.1014,0.0687,12
12,2013-05,2013-06,XGBoost,Structured+Text,0.5,0.5808,0.2095,0.0625,12
12,2013-05,2013-06,XGBoost,Structured+Text,0.6,0.375,0.1365,0.0625,12
12,2013-05,2013-06,XGBoost,Structured+Text,0.7,0.1942,0.0901,0.0625,12
12,2013-05,2013-06,RandomForest,Structured,0.5,0.375,0.1366,0.0367,12
12,2013-05,2013-06,RandomForest,Structured,0.6,0.2708,0.0645,0.0367,12
12,2013-05,2013-06,RandomForest,Structured,0.7,0.125,0.0225,0.0367,12
12,2013-05,2013-06,RandomForest,Structured+Text,0.5,0.4773,0.16,0.0317,12
12,2013-05,2013-06,RandomForest,Structured+Text,0.6,0.219,0.0864,0.0317,12
12,2013-05,2013-06,RandomForest,Structured+Text,0.7,0.1053,0.0145,0.0317,12
13,2013-08,2013-09,Logistic,Structured,0.5,0.4714,0.3055,0.1051,18
13,2013-08,2013-09,Logistic,Structured,0.6,0.5795,0.2121,0.1051,18
13,2013-08,2013-09,Logistic,Structured,0.7,0.6667,0.1655,0.1051,18
13,2013-08,2013-09,Logistic,Structured+Text,0.5,0.5084,0.3119,0.106,18
13,2013-08,2013-09,Logistic,Structured+Text,0.6,0.5421,0.211,0.106,18
13,2013-08,2013-09,Logistic,Structured+Text,0.7,0.6667,0.1456,0.106,18
13,2013-08,2013-09,XGBoost,Structured,0.5,0.4553,0.37,0.0946,18
13,2013-08,2013-09,XGBoost,Structured,0.6,0.6912,0.175,0.0946,18
13,2013-08,2013-09,XGBoost,Structured,0.7,0.4815,0.1367,0.0946,18
13,2013-08,2013-09,XGBoost,Structured+Text,0.5,0.4771,0.2956,0.0988,18
13,2013-08,2013-09,XGBoost,Structured+Text,0.6,0.6912,0.2369,0.0988,18
13,2013-08,2013-09,XGBoost,Structured+Text,0.7,0.4167,0.1058,0.0988,18
13,2013-08,2013-09,RandomForest,Structured,0.5,0.6912,0.1291,0.0682,18
13,2013-08,2013-09,RandomForest,Structured,0.6,0.4074,0.098,0.0682,18
13,2013-08,2013-09,RandomForest,Structured,0.7,0.2,0.0429,0.0682,18
13,2013-08,2013-09,RandomForest,Structured+Text,0.5,0.4248,0.2217,0.0604,18
13,2013-08,2013-09,RandomForest,Structured+Text,0.6,0.375,0.1119,0.0604,18
13,2013-08,2013-09,RandomForest,Structured+Text,0.7,0.2,0.0128,0.0604,18
14,2013-11,2013-12,Logistic,Structured,0.5,0.4725,0.2612,0.0704,22
14,2013-11,2013-12,Logistic,Structured,0.6,0.4226,0.2372,0.0704,22
14,2013-11,2013-12,Logistic,Structured,0.7,0.5,0.1514,0.0704,22
14,2013-11,2013-12,Logistic,Structured+Text,0.5,0.3866,0.2434,0.0783,22
14,2013-11,2013-12,Logistic,Structured+Text,0.6,0.489,0.2452,0.0783,22
14,2013-11,2013-12,Logistic,Structured+Text,0.7,0.4231,0.1383,0.0783,22
14,2013-11,2013-12,XGBoost,Structured,0.5,0.4224,0.246,0.0668,22
14,2013-11,2013-12,XGBoost,Structured,0.6,0.5604,0.1778,0.0668,22
14,2013-11,2013-12,XGBoost,Structured,0.7,0.5,0.1074,0.0668,22
14,2013-11,2013-12,XGBoost,Structured+Text,0.5,0.4385,0.2402,0.0652,22
14,2013-11,2013-12,XGBoost,Structured+Text,0.6,0.489,0.2317,0.0652,22
14,2013-11,2013-12,XGBoost,Structured+Text,0.7,0.4565,0.0964,0.0652,22
14,2013-11,2013-12,RandomForest,Structured,0.5,0.4689,0.1812,0.0544,22
14,2013-11,2013-12,RandomForest,Structured,0.6,0.5,0.0983,0.0544,22
14,2013-11,2013-12,RandomForest,Structured,0.7,0.2,0.0282,0.0544,22
14,2013-11,2013-12,RandomForest,Structured+Text,0.5,0.3665,0.1905,0.0459,22
14,2013-11,2013-12,RandomForest,Structured+Text,0.6,0.4286,0.1066,0.0459,22
14,2013-11,2013-12,RandomForest,Structured+Text,0.7,0.0625,0.0282,0.0459,22
