representation,model,grouping,threshold,n_folds_used,n_folds_insufficient,metric,mean_value,n_sig_raw_p05,n_sig_BH_q05
finbert_pca50,XGBoost,ForeignBornConcentration,0.3,9,5,FPR,-0.0449,6.0,6.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.3,9,5,PPR,-0.0424,6.0,5.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.3,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.3,9,5,EO_diff,0.0542,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.4,9,5,TPR,-0.0345,0.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.4,9,5,FPR,-0.0551,6.0,6.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.4,9,5,PPR,-0.0532,6.0,6.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.4,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.4,9,5,EO_diff,0.0717,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.5,9,5,TPR,-0.0397,1.0,1.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.5,9,5,FPR,-0.0405,5.0,5.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.5,9,5,PPR,-0.0419,5.0,5.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.5,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.5,9,5,EO_diff,0.0707,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.6,9,5,TPR,-0.0607,2.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.6,9,5,FPR,-0.0467,7.0,7.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.6,9,5,PPR,-0.0503,7.0,7.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.6,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.6,9,5,EO_diff,0.0751,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.7,9,5,TPR,-0.0691,5.0,2.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.7,9,5,FPR,-0.0203,4.0,4.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.7,9,5,PPR,-0.0288,6.0,5.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.7,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.7,9,5,EO_diff,0.074,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.8,9,5,TPR,-0.0113,2.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.8,9,5,FPR,-0.0025,0.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.8,9,5,PPR,-0.0041,1.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.8,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.8,9,5,EO_diff,0.0178,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.9,9,5,TPR,0.0,0.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.9,9,5,FPR,0.0,0.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.9,9,5,PPR,0.0,0.0,0.0
finbert_pca50,XGBoost,ForeignBornConcentration,0.9,9,5,AUC,-0.0008,,
finbert_pca50,XGBoost,ForeignBornConcentration,0.9,9,5,EO_diff,0.0,,
finbert_pca50,XGBoost,HispanicConcentration,0.2,10,4,TPR,-0.0087,1.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.2,10,4,FPR,-0.0142,4.0,2.0
finbert_pca50,XGBoost,HispanicConcentration,0.2,10,4,PPR,-0.0138,4.0,2.0
finbert_pca50,XGBoost,HispanicConcentration,0.2,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.2,10,4,EO_diff,0.0202,,
finbert_pca50,XGBoost,HispanicConcentration,0.3,10,4,TPR,-0.0193,0.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.3,10,4,FPR,-0.0335,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.3,10,4,PPR,-0.0322,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.3,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.3,10,4,EO_diff,0.0434,,
finbert_pca50,XGBoost,HispanicConcentration,0.4,10,4,TPR,-0.0346,1.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.4,10,4,FPR,-0.0389,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.4,10,4,PPR,-0.0396,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.4,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.4,10,4,EO_diff,0.0516,,
finbert_pca50,XGBoost,HispanicConcentration,0.5,10,4,TPR,-0.043,2.0,2.0
finbert_pca50,XGBoost,HispanicConcentration,0.5,10,4,FPR,-0.0324,4.0,4.0
finbert_pca50,XGBoost,HispanicConcentration,0.5,10,4,PPR,-0.0352,5.0,4.0
finbert_pca50,XGBoost,HispanicConcentration,0.5,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.5,10,4,EO_diff,0.0553,,
finbert_pca50,XGBoost,HispanicConcentration,0.6,10,4,TPR,-0.0533,2.0,1.0
finbert_pca50,XGBoost,HispanicConcentration,0.6,10,4,FPR,-0.0372,4.0,4.0
finbert_pca50,XGBoost,HispanicConcentration,0.6,10,4,PPR,-0.0407,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.6,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.6,10,4,EO_diff,0.0644,,
finbert_pca50,XGBoost,HispanicConcentration,0.7,10,4,TPR,-0.054,4.0,2.0
finbert_pca50,XGBoost,HispanicConcentration,0.7,10,4,FPR,-0.0142,4.0,3.0
finbert_pca50,XGBoost,HispanicConcentration,0.7,10,4,PPR,-0.0211,5.0,5.0
finbert_pca50,XGBoost,HispanicConcentration,0.7,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.7,10,4,EO_diff,0.0727,,
finbert_pca50,XGBoost,HispanicConcentration,0.8,10,4,TPR,-0.0078,1.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.8,10,4,FPR,0.0004,0.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.8,10,4,PPR,-0.001,1.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.8,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.8,10,4,EO_diff,0.0165,,
finbert_pca50,XGBoost,HispanicConcentration,0.9,10,4,TPR,0.0,0.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.9,10,4,FPR,0.0,0.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.9,10,4,PPR,0.0,0.0,0.0
finbert_pca50,XGBoost,HispanicConcentration,0.9,10,4,AUC,-0.0079,,
finbert_pca50,XGBoost,HispanicConcentration,0.9,10,4,EO_diff,0.0,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.2,9,5,TPR,-0.0057,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.2,9,5,FPR,-0.0152,5.0,2.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.2,9,5,PPR,-0.0141,5.0,3.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.2,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.2,9,5,EO_diff,0.0193,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.3,9,5,TPR,-0.0153,0.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.3,9,5,FPR,-0.044,5.0,5.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.3,9,5,PPR,-0.0403,5.0,5.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.3,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.3,9,5,EO_diff,0.051,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.4,9,5,TPR,-0.0261,0.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.4,9,5,FPR,-0.05,6.0,6.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.4,9,5,PPR,-0.047,6.0,5.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.4,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.4,9,5,EO_diff,0.0551,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.5,9,5,TPR,-0.0263,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.5,9,5,FPR,-0.0406,6.0,6.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.5,9,5,PPR,-0.0388,6.0,5.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.5,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.5,9,5,EO_diff,0.058,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.6,9,5,TPR,-0.0516,2.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.6,9,5,FPR,-0.0411,5.0,4.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.6,9,5,PPR,-0.0434,6.0,6.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.6,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.6,9,5,EO_diff,0.0651,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.7,9,5,TPR,-0.058,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.7,9,5,FPR,-0.0169,3.0,2.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.7,9,5,PPR,-0.0237,6.0,5.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.7,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.7,9,5,EO_diff,0.0618,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.8,9,5,TPR,-0.0116,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.8,9,5,FPR,-0.0017,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.8,9,5,PPR,-0.0033,1.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.8,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.8,9,5,EO_diff,0.0184,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.9,9,5,TPR,0.0,0.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.9,9,5,FPR,0.0,0.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.9,9,5,PPR,0.0,0.0,0.0
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.9,9,5,AUC,0.0037,,
finbert_pca50,XGBoost,LimitedEnglishConcentration,0.9,9,5,EO_diff,0.0,,
finbert_pca50,XGBoost,SES_group,0.2,14,0,TPR,-0.0085,0.0,0.0
finbert_pca50,XGBoost,SES_group,0.2,14,0,FPR,0.034,10.0,9.0
finbert_pca50,XGBoost,SES_group,0.2,14,0,PPR,0.0305,9.0,9.0
finbert_pca50,XGBoost,SES_group,0.2,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.2,14,0,EO_diff,0.0426,,
finbert_pca50,XGBoost,SES_group,0.3,14,0,TPR,0.0065,3.0,1.0
finbert_pca50,XGBoost,SES_group,0.3,14,0,FPR,0.0581,11.0,10.0
finbert_pca50,XGBoost,SES_group,0.3,14,0,PPR,0.0552,12.0,12.0
finbert_pca50,XGBoost,SES_group,0.3,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.3,14,0,EO_diff,0.0689,,
finbert_pca50,XGBoost,SES_group,0.4,14,0,TPR,0.0302,3.0,1.0
finbert_pca50,XGBoost,SES_group,0.4,14,0,FPR,0.0646,12.0,11.0
finbert_pca50,XGBoost,SES_group,0.4,14,0,PPR,0.0658,11.0,11.0
finbert_pca50,XGBoost,SES_group,0.4,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.4,14,0,EO_diff,0.0909,,
finbert_pca50,XGBoost,SES_group,0.5,14,0,TPR,0.0366,2.0,0.0
finbert_pca50,XGBoost,SES_group,0.5,14,0,FPR,0.0555,11.0,9.0
finbert_pca50,XGBoost,SES_group,0.5,14,0,PPR,0.0594,10.0,10.0
finbert_pca50,XGBoost,SES_group,0.5,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.5,14,0,EO_diff,0.0787,,
finbert_pca50,XGBoost,SES_group,0.6,14,0,TPR,0.0382,3.0,1.0
finbert_pca50,XGBoost,SES_group,0.6,14,0,FPR,0.0308,9.0,9.0
finbert_pca50,XGBoost,SES_group,0.6,14,0,PPR,0.0371,9.0,9.0
finbert_pca50,XGBoost,SES_group,0.6,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.6,14,0,EO_diff,0.0757,,
finbert_pca50,XGBoost,SES_group,0.7,14,0,TPR,0.0441,5.0,3.0
finbert_pca50,XGBoost,SES_group,0.7,14,0,FPR,0.0141,3.0,3.0
finbert_pca50,XGBoost,SES_group,0.7,14,0,PPR,0.0214,4.0,4.0
finbert_pca50,XGBoost,SES_group,0.7,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.7,14,0,EO_diff,0.0662,,
finbert_pca50,XGBoost,SES_group,0.8,14,0,TPR,0.0083,2.0,0.0
finbert_pca50,XGBoost,SES_group,0.8,14,0,FPR,0.004,3.0,2.0
finbert_pca50,XGBoost,SES_group,0.8,14,0,PPR,0.0055,3.0,0.0
finbert_pca50,XGBoost,SES_group,0.8,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.8,14,0,EO_diff,0.0218,,
finbert_pca50,XGBoost,SES_group,0.9,14,0,TPR,0.0,0.0,0.0
finbert_pca50,XGBoost,SES_group,0.9,14,0,FPR,0.0,0.0,0.0
finbert_pca50,XGBoost,SES_group,0.9,14,0,PPR,0.0,0.0,0.0
finbert_pca50,XGBoost,SES_group,0.9,14,0,AUC,-0.0144,,
finbert_pca50,XGBoost,SES_group,0.9,14,0,EO_diff,0.0,,
finbert_pca50,XGBoost,WhiteConcentration,0.2,10,4,TPR,0.0078,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.2,10,4,FPR,0.0063,2.0,1.0
finbert_pca50,XGBoost,WhiteConcentration,0.2,10,4,PPR,0.0063,2.0,1.0
finbert_pca50,XGBoost,WhiteConcentration,0.2,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.2,10,4,EO_diff,0.0186,,
finbert_pca50,XGBoost,WhiteConcentration,0.3,10,4,TPR,0.0068,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.3,10,4,FPR,0.0215,5.0,3.0
finbert_pca50,XGBoost,WhiteConcentration,0.3,10,4,PPR,0.019,5.0,5.0
finbert_pca50,XGBoost,WhiteConcentration,0.3,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.3,10,4,EO_diff,0.0395,,
finbert_pca50,XGBoost,WhiteConcentration,0.4,10,4,TPR,-0.0031,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.4,10,4,FPR,0.0315,3.0,2.0
finbert_pca50,XGBoost,WhiteConcentration,0.4,10,4,PPR,0.025,4.0,4.0
finbert_pca50,XGBoost,WhiteConcentration,0.4,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.4,10,4,EO_diff,0.0432,,
finbert_pca50,XGBoost,WhiteConcentration,0.5,10,4,TPR,-0.0087,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.5,10,4,FPR,0.0244,3.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.5,10,4,PPR,0.0173,3.0,3.0
finbert_pca50,XGBoost,WhiteConcentration,0.5,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.5,10,4,EO_diff,0.0438,,
finbert_pca50,XGBoost,WhiteConcentration,0.6,10,4,TPR,0.0097,1.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.6,10,4,FPR,0.0308,4.0,3.0
finbert_pca50,XGBoost,WhiteConcentration,0.6,10,4,PPR,0.0261,3.0,3.0
finbert_pca50,XGBoost,WhiteConcentration,0.6,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.6,10,4,EO_diff,0.0475,,
finbert_pca50,XGBoost,WhiteConcentration,0.7,10,4,TPR,0.0164,2.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.7,10,4,FPR,0.0081,2.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.7,10,4,PPR,0.0085,3.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.7,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.7,10,4,EO_diff,0.0541,,
finbert_pca50,XGBoost,WhiteConcentration,0.8,10,4,TPR,0.0035,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.8,10,4,FPR,0.0007,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.8,10,4,PPR,0.0011,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.8,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.8,10,4,EO_diff,0.0124,,
finbert_pca50,XGBoost,WhiteConcentration,0.9,10,4,TPR,-0.0001,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.9,10,4,FPR,0.0,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.9,10,4,PPR,-0.0,0.0,0.0
finbert_pca50,XGBoost,WhiteConcentration,0.9,10,4,AUC,-0.0142,,
finbert_pca50,XGBoost,WhiteConcentration,0.9,10,4,EO_diff,0.0001,,
structured,Logistic,AsianConcentration,0.2,7,7,TPR,-0.0067,0.0,0.0
structured,Logistic,AsianConcentration,0.2,7,7,FPR,-0.0149,3.0,0.0
structured,Logistic,AsianConcentration,0.2,7,7,PPR,-0.0144,3.0,0.0
structured,Logistic,AsianConcentration,0.2,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.2,7,7,EO_diff,0.0219,,
structured,Logistic,AsianConcentration,0.3,7,7,TPR,-0.0028,1.0,0.0
structured,Logistic,AsianConcentration,0.3,7,7,FPR,-0.0212,6.0,3.0
structured,Logistic,AsianConcentration,0.3,7,7,PPR,-0.02,6.0,6.0
structured,Logistic,AsianConcentration,0.3,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.3,7,7,EO_diff,0.0465,,
structured,Logistic,AsianConcentration,0.4,7,7,TPR,-0.0077,2.0,0.0
structured,Logistic,AsianConcentration,0.4,7,7,FPR,-0.0321,5.0,4.0
structured,Logistic,AsianConcentration,0.4,7,7,PPR,-0.0311,5.0,5.0
structured,Logistic,AsianConcentration,0.4,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.4,7,7,EO_diff,0.0674,,
structured,Logistic,AsianConcentration,0.5,7,7,TPR,-0.0139,1.0,1.0
structured,Logistic,AsianConcentration,0.5,7,7,FPR,-0.0259,3.0,0.0
structured,Logistic,AsianConcentration,0.5,7,7,PPR,-0.0264,3.0,1.0
structured,Logistic,AsianConcentration,0.5,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.5,7,7,EO_diff,0.0512,,
structured,Logistic,AsianConcentration,0.6,7,7,TPR,-0.0234,1.0,1.0
structured,Logistic,AsianConcentration,0.6,7,7,FPR,-0.023,2.0,1.0
structured,Logistic,AsianConcentration,0.6,7,7,PPR,-0.024,2.0,2.0
structured,Logistic,AsianConcentration,0.6,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.6,7,7,EO_diff,0.0704,,
structured,Logistic,AsianConcentration,0.7,7,7,TPR,-0.0511,2.0,2.0
structured,Logistic,AsianConcentration,0.7,7,7,FPR,-0.0206,2.0,2.0
structured,Logistic,AsianConcentration,0.7,7,7,PPR,-0.026,2.0,2.0
structured,Logistic,AsianConcentration,0.7,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.7,7,7,EO_diff,0.0713,,
structured,Logistic,AsianConcentration,0.8,7,7,TPR,0.004,1.0,0.0
structured,Logistic,AsianConcentration,0.8,7,7,FPR,-0.0054,2.0,1.0
structured,Logistic,AsianConcentration,0.8,7,7,PPR,-0.004,1.0,1.0
structured,Logistic,AsianConcentration,0.8,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.8,7,7,EO_diff,0.0283,,
structured,Logistic,AsianConcentration,0.9,7,7,TPR,-0.0018,0.0,0.0
structured,Logistic,AsianConcentration,0.9,7,7,FPR,-0.0014,1.0,1.0
structured,Logistic,AsianConcentration,0.9,7,7,PPR,-0.0013,1.0,1.0
structured,Logistic,AsianConcentration,0.9,7,7,AUC,0.0091,,
structured,Logistic,AsianConcentration,0.9,7,7,EO_diff,0.0086,,
structured,Logistic,BlackConcentration,0.2,12,2,TPR,0.0046,1.0,0.0
structured,Logistic,BlackConcentration,0.2,12,2,FPR,0.0045,3.0,1.0
structured,Logistic,BlackConcentration,0.2,12,2,PPR,0.0051,3.0,0.0
structured,Logistic,BlackConcentration,0.2,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.2,12,2,EO_diff,0.0206,,
structured,Logistic,BlackConcentration,0.3,12,2,TPR,0.0078,0.0,0.0
structured,Logistic,BlackConcentration,0.3,12,2,FPR,0.0064,3.0,1.0
structured,Logistic,BlackConcentration,0.3,12,2,PPR,0.0079,4.0,1.0
structured,Logistic,BlackConcentration,0.3,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.3,12,2,EO_diff,0.0327,,
structured,Logistic,BlackConcentration,0.4,12,2,TPR,0.0222,1.0,0.0
structured,Logistic,BlackConcentration,0.4,12,2,FPR,-0.0084,3.0,3.0
structured,Logistic,BlackConcentration,0.4,12,2,PPR,-0.0017,3.0,3.0
structured,Logistic,BlackConcentration,0.4,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.4,12,2,EO_diff,0.0449,,
structured,Logistic,BlackConcentration,0.5,12,2,TPR,0.0228,2.0,1.0
structured,Logistic,BlackConcentration,0.5,12,2,FPR,0.0063,2.0,2.0
structured,Logistic,BlackConcentration,0.5,12,2,PPR,0.0118,4.0,2.0
structured,Logistic,BlackConcentration,0.5,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.5,12,2,EO_diff,0.0518,,
structured,Logistic,BlackConcentration,0.6,12,2,TPR,0.0449,1.0,0.0
structured,Logistic,BlackConcentration,0.6,12,2,FPR,0.011,3.0,0.0
structured,Logistic,BlackConcentration,0.6,12,2,PPR,0.0189,4.0,4.0
structured,Logistic,BlackConcentration,0.6,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.6,12,2,EO_diff,0.0556,,
structured,Logistic,BlackConcentration,0.7,12,2,TPR,0.0585,3.0,0.0
structured,Logistic,BlackConcentration,0.7,12,2,FPR,0.0054,2.0,0.0
structured,Logistic,BlackConcentration,0.7,12,2,PPR,0.0154,4.0,3.0
structured,Logistic,BlackConcentration,0.7,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.7,12,2,EO_diff,0.0635,,
structured,Logistic,BlackConcentration,0.8,12,2,TPR,0.0239,1.0,0.0
structured,Logistic,BlackConcentration,0.8,12,2,FPR,0.0007,1.0,0.0
structured,Logistic,BlackConcentration,0.8,12,2,PPR,0.0051,2.0,0.0
structured,Logistic,BlackConcentration,0.8,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.8,12,2,EO_diff,0.0317,,
structured,Logistic,BlackConcentration,0.9,12,2,TPR,0.0065,0.0,0.0
structured,Logistic,BlackConcentration,0.9,12,2,FPR,-0.0014,0.0,0.0
structured,Logistic,BlackConcentration,0.9,12,2,PPR,-0.0001,0.0,0.0
structured,Logistic,BlackConcentration,0.9,12,2,AUC,0.02,,
structured,Logistic,BlackConcentration,0.9,12,2,EO_diff,0.0082,,
structured,Logistic,ForeignBornConcentration,0.2,9,5,TPR,-0.005,0.0,0.0
structured,Logistic,ForeignBornConcentration,0.2,9,5,FPR,-0.0067,3.0,0.0
structured,Logistic,ForeignBornConcentration,0.2,9,5,PPR,-0.0071,3.0,1.0
structured,Logistic,ForeignBornConcentration,0.2,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.2,9,5,EO_diff,0.0183,,
structured,Logistic,ForeignBornConcentration,0.3,9,5,TPR,-0.0028,1.0,0.0
structured,Logistic,ForeignBornConcentration,0.3,9,5,FPR,-0.0072,3.0,3.0
structured,Logistic,ForeignBornConcentration,0.3,9,5,PPR,-0.0076,3.0,3.0
structured,Logistic,ForeignBornConcentration,0.3,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.3,9,5,EO_diff,0.0375,,
structured,Logistic,ForeignBornConcentration,0.4,9,5,TPR,0.0033,1.0,0.0
structured,Logistic,ForeignBornConcentration,0.4,9,5,FPR,-0.0151,4.0,3.0
structured,Logistic,ForeignBornConcentration,0.4,9,5,PPR,-0.0138,3.0,3.0
structured,Logistic,ForeignBornConcentration,0.4,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.4,9,5,EO_diff,0.0514,,
structured,Logistic,ForeignBornConcentration,0.5,9,5,TPR,-0.0136,0.0,0.0
structured,Logistic,ForeignBornConcentration,0.5,9,5,FPR,-0.0111,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.5,9,5,PPR,-0.013,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.5,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.5,9,5,EO_diff,0.0592,,
structured,Logistic,ForeignBornConcentration,0.6,9,5,TPR,-0.035,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.6,9,5,FPR,-0.0119,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.6,9,5,PPR,-0.017,2.0,1.0
structured,Logistic,ForeignBornConcentration,0.6,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.6,9,5,EO_diff,0.0545,,
structured,Logistic,ForeignBornConcentration,0.7,9,5,TPR,-0.0577,3.0,1.0
structured,Logistic,ForeignBornConcentration,0.7,9,5,FPR,-0.0135,4.0,2.0
structured,Logistic,ForeignBornConcentration,0.7,9,5,PPR,-0.0213,4.0,4.0
structured,Logistic,ForeignBornConcentration,0.7,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.7,9,5,EO_diff,0.0706,,
structured,Logistic,ForeignBornConcentration,0.8,9,5,TPR,-0.0157,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.8,9,5,FPR,-0.0004,2.0,2.0
structured,Logistic,ForeignBornConcentration,0.8,9,5,PPR,-0.0027,2.0,2.0
structured,Logistic,ForeignBornConcentration,0.8,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.8,9,5,EO_diff,0.0392,,
structured,Logistic,ForeignBornConcentration,0.9,9,5,TPR,-0.0053,1.0,0.0
structured,Logistic,ForeignBornConcentration,0.9,9,5,FPR,-0.0007,1.0,1.0
structured,Logistic,ForeignBornConcentration,0.9,9,5,PPR,-0.0013,2.0,2.0
structured,Logistic,ForeignBornConcentration,0.9,9,5,AUC,-0.0015,,
structured,Logistic,ForeignBornConcentration,0.9,9,5,EO_diff,0.0106,,
structured,Logistic,HispanicConcentration,0.2,10,4,TPR,-0.0051,0.0,0.0
