fold,train_cutoff,test_end,Model,Variant,threshold,FNR_gap,FPR_gap,Brier_gap,n_groups
6,2011-11,2011-12,XGBoost,Structured+FinBERT,0.7,,,,0
6,2011-11,2011-12,RandomForest,Structured,0.5,,,,0
6,2011-11,2011-12,RandomForest,Structured,0.6,,,,0
6,2011-11,2011-12,RandomForest,Structured,0.7,,,,0
6,2011-11,2011-12,RandomForest,Structured+FinBERT,0.5,,,,0
6,2011-11,2011-12,RandomForest,Structured+FinBERT,0.6,,,,0
6,2011-11,2011-12,RandomForest,Structured+FinBERT,0.7,,,,0
7,2012-02,2012-03,Logistic,Structured,0.5,,,,0
7,2012-02,2012-03,Logistic,Structured,0.6,,,,0
7,2012-02,2012-03,Logistic,Structured,0.7,,,,0
7,2012-02,2012-03,Logistic,Structured+FinBERT,0.5,,,,0
7,2012-02,2012-03,Logistic,Structured+FinBERT,0.6,,,,0
7,2012-02,2012-03,Logistic,Structured+FinBERT,0.7,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.5,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.6,,,,0
7,2012-02,2012-03,XGBoost,Structured,0.7,,,,0
7,2012-02,2012-03,XGBoost,Structured+FinBERT,0.5,,,,0
7,2012-02,2012-03,XGBoost,Structured+FinBERT,0.6,,,,0
7,2012-02,2012-03,XGBoost,Structured+FinBERT,0.7,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.5,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.6,,,,0
7,2012-02,2012-03,RandomForest,Structured,0.7,,,,0
7,2012-02,2012-03,RandomForest,Structured+FinBERT,0.5,,,,0
7,2012-02,2012-03,RandomForest,Structured+FinBERT,0.6,,,,0
7,2012-02,2012-03,RandomForest,Structured+FinBERT,0.7,,,,0
8,2012-05,2012-06,Logistic,Structured,0.5,,,,0
8,2012-05,2012-06,Logistic,Structured,0.6,,,,0
8,2012-05,2012-06,Logistic,Structured,0.7,,,,0
8,2012-05,2012-06,Logistic,Structured+FinBERT,0.5,,,,0
8,2012-05,2012-06,Logistic,Structured+FinBERT,0.6,,,,0
8,2012-05,2012-06,Logistic,Structured+FinBERT,0.7,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.5,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.6,,,,0
8,2012-05,2012-06,XGBoost,Structured,0.7,,,,0
8,2012-05,2012-06,XGBoost,Structured+FinBERT,0.5,,,,0
8,2012-05,2012-06,XGBoost,Structured+FinBERT,0.6,,,,0
8,2012-05,2012-06,XGBoost,Structured+FinBERT,0.7,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.5,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.6,,,,0
8,2012-05,2012-06,RandomForest,Structured,0.7,,,,0
8,2012-05,2012-06,RandomForest,Structured+FinBERT,0.5,,,,0
8,2012-05,2012-06,RandomForest,Structured+FinBERT,0.6,,,,0
8,2012-05,2012-06,RandomForest,Structured+FinBERT,0.7,,,,0
9,2012-08,2012-09,Logistic,Structured,0.5,,,,1
9,2012-08,2012-09,Logistic,Structured,0.6,,,,1
9,2012-08,2012-09,Logistic,Structured,0.7,,,,1
9,2012-08,2012-09,Logistic,Structured+FinBERT,0.5,,,,1
9,2012-08,2012-09,Logistic,Structured+FinBERT,0.6,,,,1
9,2012-08,2012-09,Logistic,Structured+FinBERT,0.7,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.5,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.6,,,,1
9,2012-08,2012-09,XGBoost,Structured,0.7,,,,1
9,2012-08,2012-09,XGBoost,Structured+FinBERT,0.5,,,,1
9,2012-08,2012-09,XGBoost,Structured+FinBERT,0.6,,,,1
9,2012-08,2012-09,XGBoost,Structured+FinBERT,0.7,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.5,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.6,,,,1
9,2012-08,2012-09,RandomForest,Structured,0.7,,,,1
9,2012-08,2012-09,RandomForest,Structured+FinBERT,0.5,,,,1
9,2012-08,2012-09,RandomForest,Structured+FinBERT,0.6,,,,1
9,2012-08,2012-09,RandomForest,Structured+FinBERT,0.7,,,,1
10,2012-11,2012-12,Logistic,Structured,0.5,,,,1
10,2012-11,2012-12,Logistic,Structured,0.6,,,,1
10,2012-11,2012-12,Logistic,Structured,0.7,,,,1
10,2012-11,2012-12,Logistic,Structured+FinBERT,0.5,,,,1
10,2012-11,2012-12,Logistic,Structured+FinBERT,0.6,,,,1
10,2012-11,2012-12,Logistic,Structured+FinBERT,0.7,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.5,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.6,,,,1
10,2012-11,2012-12,XGBoost,Structured,0.7,,,,1
10,2012-11,2012-12,XGBoost,Structured+FinBERT,0.5,,,,1
10,2012-11,2012-12,XGBoost,Structured+FinBERT,0.6,,,,1
10,2012-11,2012-12,XGBoost,Structured+FinBERT,0.7,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.5,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.6,,,,1
10,2012-11,2012-12,RandomForest,Structured,0.7,,,,1
10,2012-11,2012-12,RandomForest,Structured+FinBERT,0.5,,,,1
10,2012-11,2012-12,RandomForest,Structured+FinBERT,0.6,,,,1
10,2012-11,2012-12,RandomForest,Structured+FinBERT,0.7,,,,1
11,2013-02,2013-03,Logistic,Structured,0.5,0.3833,0.205,0.0649,5
11,2013-02,2013-03,Logistic,Structured,0.6,0.3111,0.1414,0.0649,5
11,2013-02,2013-03,Logistic,Structured,0.7,0.1412,0.0918,0.0649,5
11,2013-02,2013-03,Logistic,Structured+FinBERT,0.5,0.3833,0.198,0.0648,5
11,2013-02,2013-03,Logistic,Structured+FinBERT,0.6,0.3333,0.1343,0.0648,5
11,2013-02,2013-03,Logistic,Structured+FinBERT,0.7,0.1833,0.0918,0.0648,5
11,2013-02,2013-03,XGBoost,Structured,0.5,0.3833,0.1407,0.0513,5
11,2013-02,2013-03,XGBoost,Structured,0.6,0.298,0.1303,0.0513,5
11,2013-02,2013-03,XGBoost,Structured,0.7,0.1412,0.0714,0.0513,5
11,2013-02,2013-03,XGBoost,Structured+FinBERT,0.5,0.3833,0.1344,0.0419,5
11,2013-02,2013-03,XGBoost,Structured+FinBERT,0.6,0.3647,0.1068,0.0419,5
11,2013-02,2013-03,XGBoost,Structured+FinBERT,0.7,0.2667,0.0676,0.0419,5
11,2013-02,2013-03,RandomForest,Structured,0.5,0.2314,0.0873,0.0308,5
11,2013-02,2013-03,RandomForest,Structured,0.6,0.1833,0.049,0.0308,5
11,2013-02,2013-03,RandomForest,Structured,0.7,0.0833,0.0102,0.0308,5
11,2013-02,2013-03,RandomForest,Structured+FinBERT,0.5,0.1667,0.1405,0.0328,5
11,2013-02,2013-03,RandomForest,Structured+FinBERT,0.6,0.2,0.0405,0.0328,5
11,2013-02,2013-03,RandomForest,Structured+FinBERT,0.7,0.0833,0.0102,0.0328,5
12,2013-05,2013-06,Logistic,Structured,0.5,0.375,0.3605,0.0858,12
12,2013-05,2013-06,Logistic,Structured,0.6,0.4148,0.2487,0.0858,12
12,2013-05,2013-06,Logistic,Structured,0.7,0.2325,0.1096,0.0858,12
12,2013-05,2013-06,Logistic,Structured+FinBERT,0.5,0.375,0.3407,0.0916,12
12,2013-05,2013-06,Logistic,Structured+FinBERT,0.6,0.4375,0.2342,0.0916,12
12,2013-05,2013-06,Logistic,Structured+FinBERT,0.7,0.2917,0.1243,0.0916,12
12,2013-05,2013-06,XGBoost,Structured,0.5,0.5739,0.2309,0.0687,12
12,2013-05,2013-06,XGBoost,Structured,0.6,0.336,0.1673,0.0687,12
12,2013-05,2013-06,XGBoost,Structured,0.7,0.3083,0.1014,0.0687,12
12,2013-05,2013-06,XGBoost,Structured+FinBERT,0.5,0.5739,0.2201,0.0624,12
12,2013-05,2013-06,XGBoost,Structured+FinBERT,0.6,0.4375,0.1511,0.0624,12
12,2013-05,2013-06,XGBoost,Structured+FinBERT,0.7,0.2232,0.0789,0.0624,12
12,2013-05,2013-06,RandomForest,Structured,0.5,0.375,0.1366,0.0367,12
12,2013-05,2013-06,RandomForest,Structured,0.6,0.2708,0.0645,0.0367,12
12,2013-05,2013-06,RandomForest,Structured,0.7,0.125,0.0225,0.0367,12
12,2013-05,2013-06,RandomForest,Structured+FinBERT,0.5,0.3986,0.1247,0.0346,12
12,2013-05,2013-06,RandomForest,Structured+FinBERT,0.6,0.2667,0.0752,0.0346,12
12,2013-05,2013-06,RandomForest,Structured+FinBERT,0.7,0.125,0.0227,0.0346,12
13,2013-08,2013-09,Logistic,Structured,0.5,0.4714,0.3055,0.1051,18
13,2013-08,2013-09,Logistic,Structured,0.6,0.5795,0.2121,0.1051,18
13,2013-08,2013-09,Logistic,Structured,0.7,0.6667,0.1655,0.1051,18
13,2013-08,2013-09,Logistic,Structured+FinBERT,0.5,0.5993,0.2969,0.0991,18
13,2013-08,2013-09,Logistic,Structured+FinBERT,0.6,0.6383,0.2032,0.0991,18
13,2013-08,2013-09,Logistic,Structured+FinBERT,0.7,0.6667,0.1408,0.0991,18
13,2013-08,2013-09,XGBoost,Structured,0.5,0.4553,0.37,0.0946,18
13,2013-08,2013-09,XGBoost,Structured,0.6,0.6912,0.175,0.0946,18
13,2013-08,2013-09,XGBoost,Structured,0.7,0.4815,0.1367,0.0946,18
13,2013-08,2013-09,XGBoost,Structured+FinBERT,0.5,0.5142,0.2878,0.091,18
13,2013-08,2013-09,XGBoost,Structured+FinBERT,0.6,0.75,0.157,0.091,18
13,2013-08,2013-09,XGBoost,Structured+FinBERT,0.7,0.4815,0.1373,0.091,18
13,2013-08,2013-09,RandomForest,Structured,0.5,0.6912,0.1291,0.0682,18
13,2013-08,2013-09,RandomForest,Structured,0.6,0.4074,0.098,0.0682,18
13,2013-08,2013-09,RandomForest,Structured,0.7,0.2,0.0429,0.0682,18
13,2013-08,2013-09,RandomForest,Structured+FinBERT,0.5,0.5735,0.1544,0.0662,18
13,2013-08,2013-09,RandomForest,Structured+FinBERT,0.6,0.3333,0.0773,0.0662,18
13,2013-08,2013-09,RandomForest,Structured+FinBERT,0.7,0.2,0.0256,0.0662,18
14,2013-11,2013-12,Logistic,Structured,0.5,0.4725,0.2612,0.0704,22
14,2013-11,2013-12,Logistic,Structured,0.6,0.4226,0.2372,0.0704,22
14,2013-11,2013-12,Logistic,Structured,0.7,0.5,0.1514,0.0704,22
14,2013-11,2013-12,Logistic,Structured+FinBERT,0.5,0.4725,0.2788,0.0719,22
14,2013-11,2013-12,Logistic,Structured+FinBERT,0.6,0.4226,0.2476,0.0719,22
14,2013-11,2013-12,Logistic,Structured+FinBERT,0.7,0.4565,0.1458,0.0719,22
14,2013-11,2013-12,XGBoost,Structured,0.5,0.4224,0.246,0.0668,22
14,2013-11,2013-12,XGBoost,Structured,0.6,0.5604,0.1778,0.0668,22
14,2013-11,2013-12,XGBoost,Structured,0.7,0.5,0.1074,0.0668,22
14,2013-11,2013-12,XGBoost,Structured+FinBERT,0.5,0.4224,0.2175,0.0637,22
14,2013-11,2013-12,XGBoost,Structured+FinBERT,0.6,0.4835,0.2016,0.0637,22
14,2013-11,2013-12,XGBoost,Structured+FinBERT,0.7,0.4565,0.1074,0.0637,22
14,2013-11,2013-12,RandomForest,Structured,0.5,0.4689,0.1812,0.0544,22
14,2013-11,2013-12,RandomForest,Structured,0.6,0.5,0.0983,0.0544,22
14,2013-11,2013-12,RandomForest,Structured,0.7,0.2,0.0282,0.0544,22
14,2013-11,2013-12,RandomForest,Structured+FinBERT,0.5,0.4429,0.1253,0.0527,22
14,2013-11,2013-12,RandomForest,Structured+FinBERT,0.6,0.4286,0.0872,0.0527,22
14,2013-11,2013-12,RandomForest,Structured+FinBERT,0.7,0.2,0.0282,0.0527,22
